ID,RESIDENTIAL,BUSINESS,RURAL,ONE_WAY,BOTH_WAY,SIDE_1,SIDE_2,SIDE_3,SIDE_4,INTERSECTION3,INTERSECTION4,LANE_1,LANE_2,LANE_3,CROSS_NO,CROSS_YES,STOPCAR_ZERO,STOPCAR_LOW,STOPCAR_MID,STOPCAR_HIGH,PEDESTRIAN_LOW,PEDESTRIAN_MID,PEDESTRIAN_HIGH,TRAFFIC_LOW,TRAFFIC_MID,TRAFFIC_HIGH,LEAD_NO,LEAD_YES,SUNNY,RAIN,TIME6_10,TIME10_16,TIME16_20,TIME20_6,AGE_UNKOWN,AGE_OLDER,AGE_MATURE,AGE_YOUNG,AGE_CHILD,SIGNAL_NO,SIGNAL_YES,Y_SIGNAL_NO,Y_SIGNAL_YES,YGAP,VLIM,BRIGHTNESS,SCT,TTC,VCAR,V4,AX7,DBLIND,DOBJ,PET,V_OBJ,YEAR,MONTH,TIME
151695,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4.1,30,3,1.44,2.4,29.4,29.1,0.2,14.9,5,0,9.3,2008,12,4
152281,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4.4,30,1,2.23,3.3,36.7,35.9,0.3,27.6,6.9,0,5.4,2009,7,12
152597,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.9,30,3,0.98,1.9,27.4,27.1,-0.1,10.3,4.4,0.1,4.3,2009,10,4
152622,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.8,30,3,1.42,2.2,22.3,22,0,10.9,3.1,0,10,2009,9,22
152886,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,3,30,1,1.93,3.1,41.5,37.9,1.5,27.1,9.6,0,9.3,2009,11,7
153191,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4.2,30,1,2.57,3.5,28.3,28.8,1.1,23.7,4.1,0,8.1,2009,12,9
153253,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1.6,30,3,0.14,0.9,23.7,24.6,0.3,4,2.7,0.3,5.9,2009,12,17
153570,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,7.9,30,1,2.15,3.5,49.5,49.5,1.6,43.6,5.6,0,13,2010,3,8
153751,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2.2,30,3,0.31,1.4,36.7,36.7,-0.1,12.4,2.5,0,7.2,2010,5,23
153919,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.5,30,1,0.4,1.5,38.1,36.7,0.8,11.1,5.7,0,7.2,2010,6,18
153952,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,30,3,1.08,1.9,26,33.9,-0.5,11.3,3.1,0.6,14.4,2010,6,0
153997,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2.6,30,1,0.39,1.2,26,26.7,0.9,3.1,6.4,1.2,10.8,2010,6,18
154010,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1.9,30,1,5.19,5.8,14.4,14.4,0.2,15.5,8.1,1.5,5.9,2010,7,16
154035,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1.8,30,1,0.52,1.1,15.5,25.4,0.2,1.6,3.8,2.2,6.5,2010,6,18
154318,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,4,30,1,0.83,2.1,45.8,52,0.2,17.1,10.6,0,10.8,2010,8,10
154349,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2.7,30,2,1.62,2.7,33.8,32.2,0.9,18.2,7.2,0,7.2,2010,8,18
154404,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4.1,30,1,1.37,2.1,21.8,24,-1.1,8,5.3,0.5,7.6,2010,9,13
155297,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4.3,30,1,1.69,2.6,28.5,24.2,0.6,9.8,11.3,0,11.8,2010,10,13
158334,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,30,1,4.78,5.5,21.5,24.3,1.6,30.7,2.8,3.2,9.3,2010,12,13
164304,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2.1,30,1,0.54,1.4,28.3,29.4,0.1,5.7,6.1,0,11.8,2010,12,13
148910,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3.1,30,1,0.98,2.2,43.8,43.8,0.1,24.9,2.9,0,10.5,2011,1,12
149722,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.5,30,3,0.05,1.4,46.6,49.5,0.3,7.9,10.5,0,6.4,2011,1,19
149884,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3.1,30,3,1.07,2.2,39.6,41,0,14.5,10.6,0,9.3,2011,1,22
156854,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0.8,30,1,0.64,1.3,16.2,23.3,1.2,5.2,1,0.2,16.2,2011,2,15
157133,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1.5,30,1,1.09,1.9,26.3,41,0.1,3.2,11.5,0,18.5,2011,3,9
159730,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3.2,30,3,1.19,1.8,17.1,27.8,-0.7,5.9,3.3,0,16.2,2011,2,23
160267,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2.7,30,3,1.19,2,22,18.6,-0.4,7.4,5.1,0,16.2,2011,3,18
160822,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,30,3,1.78,2.6,22.3,18.1,-1,8.9,7.4,0,10.8,2011,3,20
160970,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,4.2,30,1,0.88,2.1,39.8,43.5,0.1,13.3,9.9,0,16.2,2011,4,13
162247,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1.4,30,3,0.16,1.1,28,26,0.3,5.2,3.5,0,16.2,2011,6,19
162259,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1.2,30,1,1.67,2.3,15.5,13,1.2,4.2,6.1,0.5,16.2,2011,6,15
162645,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2.1,30,1,0.52,1.6,35,31.4,-0.3,5.6,10.2,0,21.6,2011,3,14
163331,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.9,30,1,1.38,2.2,23.2,15.4,1.4,3.5,11,0,9.3,2011,3,15
163551,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3.1,30,1,1.11,2,26.1,39.6,-0.1,5.8,9,0,13,2011,3,11
163867,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2.1,30,1,1.61,2.2,15.8,32.8,1.3,4.3,6,0.6,21.6,2011,4,8
164095,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,6.1,30,1,1.8,2.9,39,38.7,1.1,25.8,6.7,0,9.3,2011,5,10
164168,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,30,3,1.75,2.3,14.6,28.1,-0.2,2.7,7.3,0,9.3,2011,5,22
164971,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1.5,30,3,0.5,1.8,45.5,47.5,-0.2,11.3,12,0.1,16.2,2011,7,19
165892,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4.7,30,3,1.83,2.7,25.7,28,0.4,8,11.7,0.2,13,2011,7,23
165926,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,5.1,30,1,2.53,3.9,49.5,49.5,0.7,18.1,36.3,1.4,10.8,2011,4,17
166066,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.8,30,3,0.28,1.1,23.6,39.6,1,5.4,2.1,0,6.5,2011,4,18
166215,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1.6,30,1,0.82,1.6,24.4,33.2,0.7,3.7,7.8,1,7.2,2011,4,9
168245,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1.1,30,1,1.5,2.1,16,14.3,0.9,5.9,4,0,8.1,2011,5,17
168996,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4.1,30,1,1.62,2.2,12.6,22.6,-0.1,2.8,5.3,5.4,5.4,2011,6,14
169388,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1.5,30,1,1.39,2.3,28.1,28.8,-0.1,8.1,10.3,0,9.3,2011,6,17
170503,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1.1,30,1,1.54,2.6,35.3,36.7,0,24.3,1.8,0,6.5,2011,7,8
171171,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2.2,30,1,0.74,1.9,41,39.6,0.9,13.2,9.5,0,9.3,2011,7,17
171937,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,30,1,0.65,1.8,41,48,1.2,19.9,1.6,0,6.5,2011,8,15
172007,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2.4,30,3,1.57,2.1,13.6,43.8,-0.1,2,6.6,0,16.2,2011,8,22
172362,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,30,1,0.51,1.5,32.6,29.8,0.3,6.9,7.4,0,10.8,2011,8,17
173648,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2.2,30,3,5.13,5.7,13.3,31.5,1.1,7.6,13.9,1.2,9.3,2011,9,19
173772,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2.5,30,1,1.05,2.4,46.6,45.2,0.7,19.5,11.7,0.1,13,2011,9,9
179067,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2.1,30,3,1.21,2.2,31.1,31.1,0.1,12.2,7.1,0.5,16.2,2011,10,23
190770,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,4.9,30,3,1.05,2.1,35.3,42.4,0,6.3,14.9,3.5,10.8,2011,12,19
207442,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1.4,30,1,-0.11,1.4,53.7,57.9,0.3,15.8,5.3,0.2,4.1,2012,3,7
217980,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,3.2,30,3,1.57,2.6,33.9,38.1,0.5,16,9,0,10.8,2012,4,3
239385,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,5.6,30,1,2.28,3.6,45.2,43.8,0.4,27.3,18.1,0,13,2011,7,16
242988,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,30,1,1.68,3,45.2,45.2,0.3,36.4,1.5,0.7,9.3,2011,7,16
245561,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.4,30,1,1.69,2.1,5.7,42.4,0.7,1.4,2.4,0,8.1,2011,8,11
249103,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3,30,3,3.9,4.5,14.1,14.1,-0.7,15.5,2.6,2,10.8,2011,10,19
254551,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2.5,30,1,1.37,2.2,24,25.4,1.2,11.8,3.2,0,6.5,2011,10,8
257920,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3.1,30,3,1.71,2.4,17.8,43.8,-0.5,6.1,6.1,0,8.1,2012,1,18
262001,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2.7,30,1,0.85,1.7,24,26.8,0.4,7.7,3.9,0,8.1,2012,4,10
262805,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,30,1,0.33,1.5,39.6,41,-0.1,12.4,4.6,0.6,4.3,2012,5,16
264017,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1.9,30,1,0.99,1.7,19.8,21.2,0.7,8.1,1.7,0,4.6,2012,5,17
266052,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1.4,30,1,1.74,2.7,30.5,31.4,0,16,7.4,0.3,9.3,2012,3,10
268749,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,30,1,0.59,1.9,45.2,42.4,0.7,13.3,10.9,0.1,16.2,2012,6,10
268780,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1.6,30,1,3.3,3.8,9.9,24,-0.4,5.7,5.2,1.7,13,2012,6,10
272429,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3.8,30,1,1.07,2,31.2,36.7,0.5,13.1,5.1,0,10.8,2012,5,18
276762,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,30,1,1.68,2.4,20.1,15.7,0.3,9.8,4.1,0,6.5,2012,8,12
280541,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,30,3,2.14,2.8,17,18.4,0.7,5.3,8.3,0,9.3,2012,8,19
282003,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1.2,30,1,0.48,1.4,29.7,29.7,-0.3,8.9,3.2,0,6.5,2012,9,10
285133,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,6.7,30,3,1.99,2.7,18.6,18.4,0.6,4.9,9.4,1.1,16.2,2012,9,0
285447,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,5.2,30,1,1.51,2.7,39.6,36.7,0.4,16.7,13.3,1.3,8.1,2012,10,12
286245,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1.2,30,1,1.2,2.3,36.7,38.1,0.3,19.5,4.4,0,8.1,2012,10,15
286823,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,30,1,0.57,1.5,28.3,28.3,-0.8,6.8,5.3,0,9.3,2012,11,6
287415,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2.3,30,3,1.14,2,26.8,33.9,0.1,4.1,11.3,0.3,13,2012,10,22
287500,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1.6,30,1,1.27,2,22.6,22.6,0.3,11,2.3,0,6.5,2012,11,9
295149,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1.4,30,3,2.25,3.1,26,18.9,0.5,9.3,13.6,0.8,13,2012,12,18
299521,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.8,30,3,0.5,1.4,29.7,43.8,1.8,11.6,0.8,0,5.4,2013,1,0
301329,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.8,30,3,0.74,1.6,26.8,21.2,0.8,7.3,5.2,0,9.3,2013,2,18
308618,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2.8,30,3,1.42,2.5,36.7,38.1,0.5,22,4.2,0.1,10.8,2013,4,18
311043,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1.2,30,1,1.45,2.6,38.1,36.7,0.5,21.9,5.9,1.1,13,2013,4,13
311744,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2.9,30,1,0.95,1.9,31.1,32.5,-0.3,6.8,10.3,0,13,2013,4,16
312335,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3.4,30,3,5.41,5.9,8.5,9.9,0,11,3.4,0,3.2,2013,5,22
312662,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.8,30,1,0.7,1.5,24,22.6,1.3,8.3,2.3,0,8.1,2013,4,11
315241,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1.2,30,1,1.92,2.6,17,14.1,0.5,11.6,1,0.1,7.2,2013,5,10
337372,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2.3,30,1,1.14,1.9,21.2,21.2,1,6.8,4.7,0,10.8,2012,5,15
341990,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2.1,30,1,1.11,2.1,29.7,31.1,0.1,6.8,10.7,0,13,2013,6,8
344144,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,3.3,30,1,0.79,2.1,45.2,43.8,1,17.1,9.6,0,10.8,2013,7,8
344781,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1.1,30,1,1.13,2,26.8,25.4,1,11.4,4.1,0,7.2,2013,7,12
346469,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1.9,30,1,1.1,1.5,8.5,24.3,-0.1,0.5,3.7,11.1,5.4,2013,7,7
346623,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,8.8,30,3,3.88,4.4,11.7,20.5,-0.1,1.3,13.5,31,10.8,2013,7,23
349143,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1.9,30,1,0.09,1.4,46.6,46.6,-0.1,11.9,7,0,13,2013,8,8
350470,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1.5,30,1,1.13,1.5,5.1,20.5,-0.1,0.8,1.8,0,16.2,2013,8,7
350743,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4.3,30,1,1.24,2.2,32.6,41,-0.1,13.8,7,0,13,2013,9,10
353095,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3.2,30,1,2.31,3.1,21.2,21.5,0,14.5,4,0,4.6,2013,10,16
355301,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.6,30,3,1.9,2.5,15.5,11.3,0.7,4.4,6.9,0,8.1,2013,11,22
